#Network: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/facebook_899/facebook_899.txt
#Nodes: 899	Edges: 7089
#NodeId	Degree	Closeness	Betweennes	EigenVector	NetworkConstraint	ClusteringCoefficient	PageRank	HubScore	AuthorityScore
873	1.000000	0.307745	0.000000	0.003054	1.012498	0.000000	0.000167	0.006870	0.000000
874	1.000000	0.289958	0.000000	0.001152	1.032222	0.000000	0.000167	0.000642	0.000000
875	1.000000	0.321518	0.000000	0.004484	1.007751	0.000000	0.000167	0.009143	0.000000
876	1.000000	0.313110	0.000000	0.003228	1.011362	0.000000	0.000167	0.005789	0.000000
877	4.000000	0.348602	13.752176	0.012070	0.258596	0.166667	0.000167	0.024516	0.000000
878	1.000000	0.289958	0.000000	0.001152	1.032222	0.000000	0.000167	0.000642	0.000000
879	1.000000	0.292128	0.000000	0.001414	1.021728	0.000000	0.000167	0.002524	0.000000
880	4.000000	0.330633	41.984190	0.006857	0.259121	0.000000	0.000167	0.014248	0.000000
881	2.000000	0.263420	16.964594	0.000395	0.551304	0.000000	0.000167	0.000833	0.000000
882	1.000000	0.321518	0.000000	0.004484	1.007751	0.000000	0.000167	0.009143	0.000000
883	2.000000	0.268701	10.776713	0.000579	0.579082	0.000000	0.000167	0.000420	0.000000
884	2.000000	0.283549	6.561349	0.001183	0.543176	0.000000	0.000167	0.001835	0.000000
885	3.000000	0.327259	14.997758	0.004845	0.344326	0.000000	0.000167	0.005612	0.000000
886	3.000000	0.325127	54.900186	0.004768	0.360375	0.000000	0.000167	0.006076	0.000000
887	3.000000	0.321058	11.244346	0.004537	0.346409	0.000000	0.000167	0.006761	0.000000
888	1.000000	0.231563	0.000000	0.000072	1.187500	0.000000	0.000167	0.000146	0.000000
889	2.000000	0.314646	4.343426	0.003959	0.516572	0.000000	0.000167	0.007442	0.000000
890	2.000000	0.294426	3.268301	0.001543	0.527742	0.000000	0.000167	0.001260	0.000000
891	1.000000	0.280888	0.000000	0.000844	1.052469	0.000000	0.000167	0.000832	0.000000
892	6.000000	0.344987	80.292284	0.009888	0.176146	0.066667	0.000167	0.014922	0.000000
893	3.000000	0.310190	15.062751	0.002666	0.363671	0.333333	0.000167	0.003143	0.000000
894	1.000000	0.292794	0.000000	0.001552	1.025623	0.000000	0.000167	0.001826	0.000000
895	3.000000	0.304407	21.314671	0.002297	0.351322	0.000000	0.000167	0.002699	0.000000
896	1.000000	0.313110	0.000000	0.003228	1.011362	0.000000	0.000167	0.005789	0.000000
897	1.000000	0.259613	0.000000	0.000415	1.098765	0.000000	0.000167	0.000844	0.000000
898	1.000000	0.280625	0.000000	0.000853	1.033294	0.000000	0.000167	0.001095	0.000000
